"team","opponent","date","hca","points","fga","orb","tov","fta","opp_points","opp_fga","opp_orb","opp_tov","opp_fta"
"Georgia State","Georgia State",2024-11-04,-1,73,72,13,0,12,73,72,13,0,12
"Georgia Tech","Winthrop",2024-11-04,1,85,65,11,1,7,39,53,8,4,5
"Georgian Court University","Georgian Court University",2024-11-04,-1,44,48,5,2,17,44,48,5,2,17
"Grambling","Centenary (LA)",2024-11-04,1,131,91,29,0,34,30,48,9,1,16
"Grand Canyon","Cal State Bakersfield",2024-11-04,1,93,63,4,0,27,52,54,7,2,18
"Green Bay","Green Bay",2024-11-04,-1,45,62,5,0,7,45,62,5,0,7
"Hampton","Bowie State",2024-11-04,1,65,52,12,2,25,55,55,13,1,9
"Harvard","Massachusetts",2024-11-04,1,71,73,15,0,14,58,52,10,1,9
"Hendrix College","Hendrix College",2024-11-04,-1,30,47,7,2,13,30,47,7,2,13
"High Point","High Point",2024-11-04,-1,65,47,9,0,17,65,47,9,0,17
"Hofstra","Sacred Heart",2024-11-04,1,58,60,16,2,17,63,59,9,3,16
"Holy Cross","Quinnipiac",2024-11-04,1,74,46,3,0,25,78,69,14,0,25
"Howard","Howard",2024-11-04,-1,78,57,9,1,19,78,57,9,1,19
"Idaho State","Arizona Christian",2024-11-04,1,91,61,12,2,16,52,61,5,0,10
"Incarnate Word","Incarnate Word",2024-11-04,-1,48,38,10,1,36,48,38,10,1,36
"Indiana","Brown",2024-11-04,1,82,60,9,1,20,60,60,7,0,9
"Indiana State","Western Kentucky",2024-11-04,1,59,53,10,0,15,71,62,9,0,4
"Indiana-Southeast","Indiana-Southeast",2024-11-04,-1,56,68,10,3,9,56,68,10,3,9
"Iowa State","Chicago State",2024-11-04,1,96,59,9,1,34,56,68,13,0,12
"Jackson State","Jackson State",2024-11-04,-1,44,61,6,0,9,44,61,6,0,9
"Jacksonville State","Jacksonville State",2024-11-04,-1,66,68,17,1,29,66,68,17,1,29
"James Madison","James Madison",2024-11-04,-1,67,71,19,1,18,67,71,19,1,18
"Jessup University","Jessup University",2024-11-04,-1,51,45,6,1,28,51,45,6,1,28
"Johnson C Smith","Johnson C Smith",2024-11-04,-1,51,47,5,2,18,51,47,5,2,18
"Kansas City","Kansas City",2024-11-04,-1,80,61,13,0,15,80,61,13,0,15
"Kansas State","Green Bay",2024-11-04,1,92,70,17,1,15,45,62,5,0,7
"Kennesaw State","Life University",2024-11-04,1,72,59,16,0,20,53,43,9,3,26
"Kent State","James Madison",2024-11-04,1,56,54,10,0,24,67,71,19,1,18
"Kentucky","South Carolina Upstate",2024-11-04,1,98,67,13,0,25,43,58,13,0,13
"Kentucky State","Kentucky State",2024-11-04,-1,56,64,16,1,25,56,64,16,1,25
"LSU","Eastern Kentucky",2024-11-04,1,95,65,11,0,20,44,69,12,0,5
"La Salle","La Salle",2024-11-04,-1,51,60,8,0,14,51,60,8,0,14
"La Sierra","La Sierra",2024-11-04,-1,56,66,8,0,6,56,66,8,0,6
"Lafayette","Lafayette",2024-11-04,-1,55,60,11,4,4,55,60,11,4,4
"Lamar","Texas A&M-San Antonio",2024-11-04,1,98,62,17,2,29,62,56,7,1,28
"Le Moyne","Le Moyne",2024-11-04,-1,43,56,8,2,9,43,56,8,2,9
"Lehigh","Long Island University",2024-11-04,1,83,56,6,1,16,59,55,8,1,10
"Liberty","Valparaiso",2024-11-04,1,77,54,11,0,9,58,42,5,1,32
"Life University","Life University",2024-11-04,-1,53,43,9,3,26,53,43,9,3,26
"Lincoln (PA)","Lincoln (PA)",2024-11-04,-1,70,62,18,1,17,70,62,18,1,17
"Lipscomb","Lipscomb",2024-11-04,-1,50,61,15,3,17,50,61,15,3,17
"Long Island University","Long Island University",2024-11-04,-1,59,55,8,1,10,59,55,8,1,10
"Longwood","Lincoln (PA)",2024-11-04,1,81,60,14,0,34,70,62,18,1,17
"Louisiana","Louisiana",2024-11-04,-1,55,72,18,0,16,55,72,18,0,16
"Louisiana Tech","Nicholls",2024-11-04,1,53,47,11,1,20,51,58,8,1,10
"Louisville","Louisville",2024-11-04,-1,59,75,19,1,8,59,75,19,1,8
"Loyola Chicago","Kentucky State",2024-11-04,1,91,57,13,0,35,56,64,16,1,25
"Loyola Marymount","Loyola Marymount",2024-11-04,-1,57,49,11,2,19,57,49,11,2,19
"Maine","La Salle",2024-11-04,1,65,55,7,1,15,51,60,8,0,14
"Manhattan","Manhattan",2024-11-04,-1,79,64,9,0,19,79,64,9,0,19
"Marshall","Marshall",2024-11-04,-1,68,57,12,0,16,68,57,12,0,16
"Maryland","Maryland",2024-11-04,-1,74,57,17,0,19,74,57,17,0,19
"Massachusetts","Massachusetts",2024-11-04,-1,58,52,10,1,9,58,52,10,1,9
"McNeese","Southeastern Baptist College",2024-11-04,1,99,88,29,0,15,19,40,6,3,15
"Memphis","Mississippi Valley State",2024-11-04,1,89,69,25,0,39,78,76,16,0,18
"Mercer","UNC Asheville",2024-11-04,1,75,51,7,0,19,52,49,3,0,17
"Mercy","Mercy",2024-11-04,-1,32,54,12,2,7,32,54,12,2,7
"Mercyhurst","Mercyhurst",2024-11-04,-1,61,67,11,0,14,61,67,11,0,14
"Meredith College","Meredith College",2024-11-04,-1,26,37,9,6,16,26,37,9,6,16
"Merrimack","Merrimack",2024-11-04,-1,50,66,18,1,16,50,66,18,1,16
"Miami","Stetson",2024-11-04,1,78,66,14,0,23,53,68,8,0,15
"Miami (OH)","App State",2024-11-04,1,75,64,13,0,16,48,59,15,0,18
"Michigan","Michigan",2024-11-04,-1,62,71,20,0,15,62,71,20,0,15
"Middle Tennessee","Middle Tennessee",2024-11-04,-1,79,64,13,1,20,79,64,13,1,20
"Millsaps","Millsaps",2024-11-04,-1,45,46,4,0,7,45,46,4,0,7
"Milwaukee","Milwaukee",2024-11-04,-1,81,67,18,1,27,81,67,18,1,27
"Minnesota","Central Connecticut",2024-11-04,1,89,72,18,0,13,48,51,11,1,4
"Mississippi Valley State","Mississippi Valley State",2024-11-04,-1,78,76,16,0,18,78,76,16,0,18
"Missouri","Missouri",2024-11-04,-1,46,30,7,2,25,46,30,7,2,25
"Missouri-St. Louis","Missouri-St. Louis",2024-11-04,-1,60,60,16,0,20,60,60,16,0,20
"Monmouth","Monmouth",2024-11-04,-1,61,59,16,0,23,61,59,16,0,23
"Montana State","Chadron State",2024-11-04,1,92,76,24,0,28,28,36,7,4,10
"Morehead State","Asbury",2024-11-04,1,92,69,13,3,25,80,71,12,5,20
"Morgan State","Shepherd",2024-11-04,1,77,63,18,0,20,64,40,6,0,19
"Mount Olive","Mount Olive",2024-11-04,-1,29,47,6,1,18,29,47,6,1,18
"NJIT","NJIT",2024-11-04,-1,80,61,10,0,18,80,61,10,0,18
"Navy","Navy",2024-11-04,-1,74,70,16,0,15,74,70,16,0,15
"Nebraska","Omaha",2024-11-04,1,88,59,9,0,20,48,57,12,3,14
"New Hampshire","Worcester State",2024-11-04,1,83,71,14,0,12,34,39,4,2,14
"New Mexico","Northern Arizona",2024-11-04,1,78,65,12,0,16,80,72,12,0,18
"New Mexico State","New Mexico State",2024-11-04,-1,57,49,10,0,14,57,49,10,0,14
"New Orleans","New Orleans",2024-11-04,-1,53,52,4,1,8,53,52,4,1,8
"Newberry","Newberry",2024-11-04,-1,27,55,12,1,3,27,55,12,1,3
"Nicholls","Nicholls",2024-11-04,-1,51,58,8,1,10,51,58,8,1,10
"Norfolk State","William & Mary",2024-11-04,1,70,68,16,1,12,49,59,9,0,12
"North Alabama","North Alabama",2024-11-04,-1,66,49,11,1,18,66,49,11,1,18
"North Carolina","Charleston Southern",2024-11-04,1,83,76,17,0,9,53,60,13,3,15
"North Carolina A&T","North Carolina A&T",2024-11-04,-1,64,59,13,1,16,64,59,13,1,16
"North Carolina Central","North Carolina Central",2024-11-04,-1,52,58,3,1,13,52,58,3,1,13
"North Dakota State","Drake",2024-11-04,1,78,67,12,0,23,84,55,12,0,39
"North Florida","North Florida",2024-11-04,-1,49,59,9,1,11,49,59,9,1,11
"North Greenville","North Greenville",2024-11-04,-1,31,52,8,0,10,31,52,8,0,10
"North Texas","Alcorn State",2024-11-04,1,84,55,17,1,36,65,57,12,0,11
"Northeastern","Northeastern",2024-11-04,-1,48,58,9,0,14,48,58,9,0,14
"Northeastern State","Northeastern State",2024-11-04,-1,74,52,9,6,18,74,52,9,6,18
"Northern Arizona","Northern Arizona",2024-11-04,-1,80,72,12,0,18,80,72,12,0,18
"Northern Colorado","Concorida Nebraska",2024-11-04,1,66,59,10,0,17,64,52,12,1,17
"Northern Illinois","Louisiana",2024-11-04,1,57,48,7,0,19,55,72,18,0,16
"Northern Kentucky","Middle Tennessee",2024-11-04,1,58,51,6,3,13,79,64,13,1,20
"Northern New Mexico","Northern New Mexico",2024-11-04,-1,66,63,7,0,14,66,63,7,0,14
"Notre Dame","Mercyhurst",2024-11-04,1,105,75,14,0,17,61,67,11,0,14
"Occidental","Occidental",2024-11-04,-1,51,53,7,0,12,51,53,7,0,12
"Ohio","Georgia Southern",2024-11-04,1,70,56,11,1,18,82,80,24,0,14
"Oklahoma","Southern",2024-11-04,1,76,61,15,0,23,44,62,4,1,10
"Oklahoma Christian University","Oklahoma Christian University",2024-11-04,-1,52,59,9,1,20,52,59,9,1,20
"Oklahoma State","Arkansas-Pine Bluff",2024-11-04,1,96,56,10,1,25,43,46,10,1,17
"Old Dominion","Old Dominion",2024-11-04,-1,46,64,17,0,16,46,64,17,0,16
"Ole Miss","Ole Miss",2024-11-04,-1,66,74,20,1,21,66,74,20,1,21
"Omaha","Omaha",2024-11-04,-1,48,57,12,3,14,48,57,12,3,14
"Oral Roberts","Northeastern State",2024-11-04,1,99,74,17,1,25,74,52,9,6,18
"Oregon","California Baptist",2024-11-04,1,93,73,9,0,22,63,57,3,1,12
"Pacific","Stanislaus State",2024-11-04,1,87,70,12,0,12,47,54,14,3,18
"Park University Gilbert","Park University Gilbert",2024-11-04,-1,41,64,10,0,22,41,64,10,0,22
"Penn State","Bucknell",2024-11-04,1,90,66,17,0,26,68,61,11,2,9
"Pepperdine","Cal State Fullerton",2024-11-04,1,59,47,6,0,14,57,63,14,0,18
"Pittsburgh-Johnstown","Pittsburgh-Johnstown",2024-11-04,-1,34,51,4,2,6,34,51,4,2,6
"Presbyterian","Presbyterian",2024-11-04,-1,63,50,13,0,16,63,50,13,0,16
"Princeton","Princeton",2024-11-04,-1,66,65,17,0,13,66,65,17,0,13
"Providence","Mercy",2024-11-04,1,64,62,21,1,16,32,54,12,2,7
"Queens University","Queens University",2024-11-04,-1,40,59,10,0,8,40,59,10,0,8
"Quinnipiac","Quinnipiac",2024-11-04,-1,78,69,14,0,25,78,69,14,0,25
"Radford","Radford",2024-11-04,-1,36,43,6,2,18,36,43,6,2,18
"Regis (CO)","Regis (CO)",2024-11-04,-1,64,65,17,3,15,64,65,17,3,15
"Rhode Island","Stonehill",2024-11-04,1,68,72,22,1,16,45,54,8,3,8
"Rice","South Dakota State",2024-11-04,1,63,64,12,0,9,65,61,8,0,10
"Richmond","Richmond",2024-11-04,-1,79,49,8,1,19,79,49,8,1,19
"Rider","Navy",2024-11-04,1,52,53,6,1,18,74,70,16,0,15
"Rutgers","Manhattan",2024-11-04,1,85,68,18,0,25,79,64,9,0,19
"SE Louisiana","Millsaps",2024-11-04,1,79,69,18,0,25,45,46,4,0,7
"SIU Edwardsville","Missouri-St. Louis",2024-11-04,1,54,60,13,2,22,60,60,16,0,20
"SMU","North Carolina A&T",2024-11-04,1,77,70,20,1,12,64,59,13,1,16
"Sacramento State","Jessup University",2024-11-04,1,78,64,10,0,17,51,45,6,1,28
"Sacred Heart","Sacred Heart",2024-11-04,-1,63,59,9,3,16,63,59,9,3,16
"Saint Elizabeth","Saint Elizabeth",2024-11-04,-1,39,59,14,1,20,39,59,14,1,20
"Saint Louis","Saint Louis",2024-11-04,-1,85,75,13,0,26,85,75,13,0,26
"Saint Mary's","Saint Mary's",2024-11-04,-1,58,59,9,1,8,58,59,9,1,8
"Saint Peter's","Saint Peter's",2024-11-04,-1,39,35,1,3,13,39,35,1,3,13
"San Diego State","Cal State San Marcos",2024-11-04,1,76,59,13,1,35,48,43,10,1,21
"San Francisco","San Francisco",2024-11-04,-1,47,59,16,1,15,47,59,16,1,15
"Santa Clara","UC Riverside",2024-11-04,1,73,50,8,0,14,60,55,11,0,9
"Seattle U","Seattle U",2024-11-04,-1,53,57,5,1,16,53,57,5,1,16
"Shepherd","Shepherd",2024-11-04,-1,64,40,6,0,19,64,40,6,0,19
"Shorter","Shorter",2024-11-04,-1,49,44,2,3,12,49,44,2,3,12
"Simpson University (CA)","Simpson University (CA)",2024-11-04,-1,36,53,11,1,16,36,53,11,1,16
"South Alabama","Delta State",2024-11-04,1,63,61,21,0,19,56,49,4,2,15
"South Carolina","Michigan",2024-11-04,1,68,75,22,0,21,62,71,20,0,15
"South Carolina State","Furman",2024-11-04,1,54,44,5,0,14,60,57,10,0,11
"South Carolina Upstate","South Carolina Upstate",2024-11-04,-1,43,58,13,0,13,43,58,13,0,13
"South Dakota","Saint Louis",2024-11-04,1,83,72,11,1,24,85,75,13,0,26
"South Dakota State","South Dakota State",2024-11-04,-1,65,61,8,0,10,65,61,8,0,10
"South Florida","Bethune-Cookman",2024-11-04,1,87,64,17,1,17,44,53,12,2,21
"Southeastern Baptist College","Southeastern Baptist College",2024-11-04,-1,19,40,6,3,15,19,40,6,3,15
"Southern","Southern",2024-11-04,-1,44,62,4,1,10,44,62,4,1,10
"Southern Illinois","Southern Illinois",2024-11-04,-1,31,50,11,2,13,31,50,11,2,13
"Southern Indiana","Brescia",2024-11-04,1,100,74,16,0,23,49,45,2,0,19
"Southern Miss","Southern Miss",2024-11-04,-1,67,62,23,0,28,67,62,23,0,28
"Southern Utah","Southern Utah",2024-11-04,-1,52,50,6,5,9,52,50,6,5,9
"St. Francis (PA)","NJIT",2024-11-04,1,60,47,4,1,15,80,61,10,0,18
"St. John's","Saint Peter's",2024-11-04,1,80,61,9,1,7,39,35,1,3,13
"St. Thomas-Minnesota","Milwaukee",2024-11-04,1,84,68,8,0,26,81,67,18,1,27
"Stanford","Le Moyne",2024-11-04,1,107,67,9,0,20,43,56,8,2,9
"Stanislaus State","Stanislaus State",2024-11-04,-1,47,54,14,3,18,47,54,14,3,18
"Stephen F. Austin","Texas Southern",2024-11-04,1,86,60,5,0,10,45,73,14,0,8
"Stetson","Stetson",2024-11-04,-1,53,68,8,0,15,53,68,8,0,15
"Stonehill","Stonehill",2024-11-04,-1,45,54,8,3,8,45,54,8,3,8
"Stony Brook","Stony Brook",2024-11-04,-1,47,47,8,0,23,47,47,8,0,23
"Tarleton State","Tarleton State",2024-11-04,-1,49,47,11,0,13,49,47,11,0,13
"Temple","Richmond",2024-11-04,1,72,66,11,0,13,79,49,8,1,19
"Tennessee State","Cumberland (TN)",2024-11-04,1,72,72,15,0,14,62,58,7,1,18
"Tennessee Tech","Emory & Henry",2024-11-04,1,82,68,17,0,21,54,55,11,2,13
"Texas A&M","Texas A&M-Corpus Christi",2024-11-04,1,56,66,20,0,23,62,66,11,1,10
"Texas A&M-Corpus Christi","Texas A&M-Corpus Christi",2024-11-04,-1,62,66,11,1,10,62,66,11,1,10
"Texas A&M-San Antonio","Texas A&M-San Antonio",2024-11-04,-1,62,56,7,1,28,62,56,7,1,28
"Texas Southern","Texas Southern",2024-11-04,-1,45,73,14,0,8,45,73,14,0,8
"Texas State","Texas State",2024-11-04,-1,75,68,19,1,24,75,68,19,1,24
"Texas Tech","Incarnate Word",2024-11-04,1,78,57,17,0,28,48,38,10,1,36
"Toledo","Marshall",2024-11-04,1,71,61,19,0,31,68,57,12,0,16
"Troy","Troy",2024-11-04,-1,78,69,15,0,21,78,69,15,0,21
"UAB","West Alabama",2024-11-04,1,78,77,19,0,9,47,63,11,2,14
"UC Davis","Simpson University (CA)",2024-11-04,1,93,72,17,0,16,36,53,11,1,16
"UC Irvine","New Mexico State",2024-11-04,1,49,51,11,1,18,57,49,10,0,14
"UC Riverside","UC Riverside",2024-11-04,-1,60,55,11,0,9,60,55,11,0,9
"UC San Diego","Occidental",2024-11-04,1,86,76,13,0,11,51,53,7,0,12
"UCLA","Louisville",2024-11-04,1,66,63,15,0,8,59,75,19,1,8
"UL Monroe","Central Baptist College",2024-11-04,1,117,81,20,0,21,60,56,9,0,8
"UMBC","Maryland",2024-11-04,1,32,43,5,4,14,74,57,17,0,19
"UMass Lowell","UMass Lowell",2024-11-04,-1,62,51,8,1,17,62,51,8,1,17
"UNC Asheville","UNC Asheville",2024-11-04,-1,52,49,3,0,17,52,49,3,0,17
"UNC Greensboro","North Greenville",2024-11-04,1,91,56,9,0,28,31,52,8,0,10
"UNC Wilmington","UNC Wilmington",2024-11-04,-1,57,56,4,1,14,57,56,4,1,14
"UNLV","Loyola Marymount",2024-11-04,1,73,60,11,0,14,57,49,11,2,19
"UNT Dallas","UNT Dallas",2024-11-04,-1,50,56,5,0,15,50,56,5,0,15
"USC","Ole Miss",2024-11-04,1,68,55,15,2,29,66,74,20,1,21
"UT Arlington","UT Arlington",2024-11-04,-1,54,52,7,0,26,54,52,7,0,26
"UT Martin","North Alabama",2024-11-04,1,63,56,9,2,18,66,49,11,1,18
"UTEP","Tarleton State",2024-11-04,1,52,41,3,0,16,49,47,11,0,13
"University of The Southwest","University of The Southwest",2024-11-04,-1,38,48,7,1,10,38,48,7,1,10
"Utah","Southern Utah",2024-11-04,1,105,64,9,1,16,52,50,6,5,9
"Utah State","Kansas City",2024-11-04,1,77,64,9,1,17,80,61,13,0,15
"Utah Tech","Northern New Mexico",2024-11-04,1,87,77,16,0,11,66,63,7,0,14
"Valparaiso","Valparaiso",2024-11-04,-1,58,42,5,1,32,58,42,5,1,32
"Vanderbilt","Lipscomb",2024-11-04,1,102,81,22,0,14,50,61,15,3,17
"Vermont","Missouri",2024-11-04,1,62,51,10,3,5,46,30,7,2,25
"Virginia","American University",2024-11-04,1,104,80,17,0,14,68,69,12,0,20
"Virginia Tech","UNC Wilmington",2024-11-04,1,99,68,10,0,9,57,56,4,1,14
"Wagner","Saint Elizabeth",2024-11-04,1,83,60,15,0,16,39,59,14,1,20
"Wake Forest","Queens University",2024-11-04,1,102,64,10,0,19,40,59,10,0,8
"Warren Wilson","Warren Wilson",2024-11-04,-1,36,42,5,1,21,36,42,5,1,21
"Washington","Seattle U",2024-11-04,1,95,70,15,1,13,53,57,5,1,16
"Washington State","Eastern Washington",2024-11-04,1,83,71,8,0,28,82,71,15,0,19
"Weber State","Park University Gilbert",2024-11-04,1,94,82,18,0,4,41,64,10,0,22
"West Alabama","West Alabama",2024-11-04,-1,47,63,11,2,14,47,63,11,2,14
"West Georgia","West Georgia",2024-11-04,-1,63,62,11,0,17,63,62,11,0,17
"Western Carolina","Warren Wilson",2024-11-04,1,119,80,24,0,25,36,42,5,1,21
"Western Kentucky","Western Kentucky",2024-11-04,-1,71,62,9,0,4,71,62,9,0,4
"Western Michigan","Arkansas State",2024-11-04,1,61,44,6,3,17,52,63,12,0,6
"Wichita State","Oklahoma Christian University",2024-11-04,1,66,73,23,0,23,52,59,9,1,20
"William & Mary","William & Mary",2024-11-04,-1,49,59,9,0,12,49,59,9,0,12
"Winthrop","Winthrop",2024-11-04,-1,39,53,8,4,5,39,53,8,4,5
"Wofford","Newberry",2024-11-04,1,76,67,19,0,18,27,55,12,1,3
"Worcester State","Worcester State",2024-11-04,-1,34,39,4,2,14,34,39,4,2,14
"Wyoming","Colorado",2024-11-04,1,50,49,6,4,15,56,62,18,1,24
"Yale","Monmouth",2024-11-04,1,64,66,17,1,15,61,59,16,0,23
"Canisius","Canisius",2024-11-05,-1,36,39,3,0,14,36,39,3,0,14
"Champion Christian","Champion Christian",2024-11-05,-1,33,49,3,3,8,33,49,3,3,8
"Cincinnati","Cincinnati",2024-11-05,-1,66,50,7,0,28,66,50,7,0,28
"Cleveland State","Cleveland State",2024-11-05,-1,69,62,12,0,20,69,62,12,0,20
"Culver-Stockton","Culver-Stockton",2024-11-05,-1,42,53,9,1,8,42,53,9,1,8
"Davidson","Florida Gulf Coast",2024-11-05,1,57,48,6,0,16,56,57,10,1,21
"Dayton","Southeast Missouri State",2024-11-05,1,75,63,11,0,27,70,67,6,0,8
"East Tennessee State","East Tennessee State",2024-11-05,-1,55,64,14,0,2,55,64,14,0,2
"Evansville","Evansville",2024-11-05,-1,76,61,13,0,28,76,61,13,0,28
"Florida Gulf Coast","Florida Gulf Coast",2024-11-05,-1,56,57,10,1,21,56,57,10,1,21
"Gonzaga","Montana",2024-11-05,1,82,61,14,0,16,69,52,4,1,14
"Houston","UT Rio Grande Valley",2024-11-05,1,68,51,8,0,10,70,51,6,3,12
"Houston Christian","Houston Christian",2024-11-05,-1,41,50,12,8,9,41,50,12,8,9
"IU Indianapolis","Evansville",2024-11-05,1,101,68,5,0,13,76,61,13,0,28
"Iona","Iona",2024-11-05,-1,44,54,13,0,10,44,54,13,0,10
"Michigan State","Oakland",2024-11-05,1,107,70,17,0,37,42,52,10,2,18
"Montana","Montana",2024-11-05,-1,69,52,4,1,14,69,52,4,1,14
"NC State","East Tennessee State",2024-11-05,1,80,67,21,0,15,55,64,14,0,2
"Niagara","Niagara",2024-11-05,-1,84,75,15,0,17,84,75,15,0,17
"Northern Iowa","Wisconsin-La Crosse",2024-11-05,1,99,68,15,2,25,56,53,10,0,20
"Northwestern State","Champion Christian",2024-11-05,1,84,76,18,0,11,33,49,3,3,8
"Oakland","Oakland",2024-11-05,-1,42,52,10,2,18,42,52,10,2,18
"Ohio State","Cleveland State",2024-11-05,1,104,72,9,0,24,69,62,12,0,20
"Pittsburgh","Canisius",2024-11-05,1,78,64,17,0,30,36,39,3,0,14
"Samford","Samford",2024-11-05,-1,53,56,17,3,21,53,56,17,3,21
"San José State","San José State",2024-11-05,-1,55,49,9,1,18,55,49,9,1,18
"Southeast Missouri State","Southeast Missouri State",2024-11-05,-1,70,67,6,0,8,70,67,6,0,8
"Syracuse","Niagara",2024-11-05,1,108,63,16,1,35,84,75,15,0,17
"TCU","Houston Christian",2024-11-05,1,78,67,6,0,20,41,50,12,8,9
"Tennessee","Samford",2024-11-05,1,101,77,21,0,22,53,56,17,3,21
"Towson","Towson",2024-11-05,-1,41,43,6,6,12,41,43,6,6,12
"UCF","Iona",2024-11-05,1,76,67,26,0,26,44,54,13,0,10
"UIC","Cincinnati",2024-11-05,1,54,60,14,0,20,66,50,7,0,28
"UT Rio Grande Valley","UT Rio Grande Valley",2024-11-05,-1,70,51,6,3,12,70,51,6,3,12
"West Virginia","Towson",2024-11-05,1,85,60,14,0,29,41,43,6,6,12
"Western Illinois","Culver-Stockton",2024-11-05,1,89,67,18,0,20,42,53,9,1,8
"Wisconsin","Wright State",2024-11-05,1,95,79,16,0,21,68,59,7,1,29
"Wisconsin-La Crosse","Wisconsin-La Crosse",2024-11-05,-1,56,53,10,0,20,56,53,10,0,20
"Wright State","Wright State",2024-11-05,-1,68,59,7,1,29,68,59,7,1,29
"Xavier","San José State",2024-11-05,1,36,52,6,0,10,55,49,9,1,18
"Akron","Akron",2024-11-07,-1,50,54,10,1,15,50,54,10,1,15
"Alabama","Alabama",2024-11-07,-1,84,62,12,2,13,84,62,12,2,13
"Alabama A&M","Alabama",2024-11-07,1,59,56,14,1,26,84,62,12,2,13
"Alcorn State","Mississippi University For Women",2024-11-07,1,106,80,19,2,22,56,61,10,5,16
"Arizona","Tarleton State",2024-11-07,1,62,55,10,0,19,39,53,6,0,2
"Arlington Baptist","Arlington Baptist",2024-11-07,-1,35,52,9,6,13,35,52,9,6,13
"Baylor","Incarnate Word",2024-11-07,1,85,65,15,1,16,33,48,4,0,8
"Belmont","Belmont",2024-11-07,-1,56,67,15,1,11,56,67,15,1,11
"Binghamton","Akron",2024-11-07,1,66,58,17,0,17,50,54,10,1,15
"Blue Mountain College","Blue Mountain College",2024-11-07,-1,60,60,6,0,16,60,60,6,0,16
"Boston College","Sacred Heart",2024-11-07,1,102,74,17,0,27,58,53,13,0,26
"Boston University","Boston University",2024-11-07,-1,32,45,8,2,6,32,45,8,2,6
"Bradley","St. Francis (IL)",2024-11-07,1,70,60,12,1,20,32,49,10,2,14
"California","Idaho State",2024-11-07,1,88,59,13,0,20,36,58,18,2,13
"Campbell","Campbell",2024-11-07,-1,72,59,11,0,28,72,59,11,0,28
"Canisius","Canisius",2024-11-07,-1,57,59,11,2,12,57,59,11,2,12
"Central Connecticut","Manhattan",2024-11-07,1,64,54,11,2,26,78,60,11,0,21
"Charlotte","Wake Forest",2024-11-07,1,41,51,12,3,10,60,51,11,0,24
"Chattanooga","Tennessee Tech",2024-11-07,1,46,52,6,0,10,48,49,11,0,21
"Clemson","North Carolina Central",2024-11-07,1,91,57,12,1,20,33,48,7,3,17
"College Of Biblical Studies","College Of Biblical Studies",2024-11-07,-1,35,43,12,1,8,35,43,12,1,8
"College Of Saint Mary","College Of Saint Mary",2024-11-07,-1,45,48,1,0,16,45,48,1,0,16
"Colorado","Northern Colorado",2024-11-07,1,81,66,12,1,15,66,47,4,0,27
"Coppin State","Coppin State",2024-11-07,-1,47,55,7,1,9,47,55,7,1,9
"Cornell","Cornell",2024-11-07,-1,61,59,7,0,19,61,59,7,0,19
"Crown College","Crown College",2024-11-07,-1,33,53,5,4,6,33,53,5,4,6
"Drake","Saint Louis",2024-11-07,1,95,67,11,0,20,70,69,9,1,21
"Drexel","Marist",2024-11-07,1,64,52,7,0,7,53,48,7,2,7
"Duke","Duke",2024-11-07,-1,83,55,12,1,27,83,55,12,1,27
"Emmanuel (MA)","Emmanuel (MA)",2024-11-07,-1,36,57,9,0,8,36,57,9,0,8
"Erskine","Erskine",2024-11-07,-1,31,53,14,2,10,31,53,14,2,10
"Florida","Florida A&M",2024-11-07,1,102,57,10,0,32,67,61,14,2,17
"Florida A&M","Florida A&M",2024-11-07,-1,67,61,14,2,17,67,61,14,2,17
"Florida State","Florida State",2024-11-07,-1,74,78,12,0,12,74,78,12,0,12
"Fort Lauderdale","Fort Lauderdale",2024-11-07,-1,43,56,16,2,24,43,56,16,2,24
"Furman","Erskine",2024-11-07,1,100,74,22,0,26,31,53,14,2,10
"Guilford","Guilford",2024-11-07,-1,47,55,10,1,17,47,55,10,1,17
"Hampton","Hampton",2024-11-07,-1,55,63,18,0,14,55,63,18,0,14
"Harvard","Harvard",2024-11-07,-1,72,66,11,0,16,72,66,11,0,16
"Hawai'i","Hawai'i",2024-11-07,-1,65,41,5,0,25,65,41,5,0,25
"High Point","Guilford",2024-11-07,1,100,76,14,0,16,47,55,10,1,17
"Houston Christian","Houston Christian",2024-11-07,-1,40,48,12,2,7,40,48,12,2,7
"Idaho State","Idaho State",2024-11-07,-1,36,58,18,2,13,36,58,18,2,13
"Illinois","Florida State",2024-11-07,1,83,62,7,0,31,74,78,12,0,12
"Incarnate Word","Incarnate Word",2024-11-07,-1,33,48,4,0,8,33,48,4,0,8
"Indiana","Harvard",2024-11-07,1,68,49,15,1,38,72,66,11,0,16
"Indiana State","Indiana State",2024-11-07,-1,42,59,10,1,15,42,59,10,1,15
"Iowa State","Indiana State",2024-11-07,1,64,64,12,0,23,42,59,10,1,15
"James Madison","Loyola Maryland",2024-11-07,1,85,64,16,0,31,54,51,10,1,16
"Johns Hopkins University","Johns Hopkins University",2024-11-07,-1,45,57,10,0,22,45,57,10,0,22
"Johnson University (TN)","Johnson University (TN)",2024-11-07,-1,57,59,8,0,9,57,59,8,0,9
"Kansas State","Belmont",2024-11-07,1,82,60,10,3,14,56,67,15,1,11
"Kent State","Walsh",2024-11-07,1,113,75,18,0,19,54,65,6,1,11
"Kentucky","Northern Kentucky",2024-11-07,1,70,69,17,0,7,41,61,10,0,10
