Rk,Team,AP#,Date,PTS,,Opp,OppAP#,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
422,Utah State,-,2024-11-29,-36,N,Ohio State,11,L 51-87,200,18,54,0.333,9,28,0.321,9,26,0.346,6,6,1,51,34,79,0.43,30,65,0.462,4,14,0.286,15,23,0.652,87,-16,-25,-0.097,-21,-37,-0.14,+5,+12,+.060,-9,-17,+.348,-36
423,Wake Forest,-,2025-01-09,-36,@,Notre Dame,3,L 64-100,200,24,61,0.393,19,44,0.432,5,17,0.294,11,15,0.733,64,37,67,0.552,31,50,0.62,6,17,0.353,20,26,0.769,100,-13,-6,-0.159,-12,-6,-0.188,-1,0,-0.059,-9,-11,-0.036,-36
424,Boston College,-,2024-11-25,-37,N,Ole Miss,18,L 55-92,200,18,49,0.367,16,42,0.381,2,7,0.286,17,19,0.895,55,38,74,0.514,34,57,0.596,4,17,0.235,12,20,0.6,92,-20,-25,-0.146,-18,-15,-0.216,-2,-10,+.050,+5,-1,+.295,-37
425,Cincinnati,-,2025-02-12,-37,,Kansas State,14,L 53-90,200,18,63,0.286,14,44,0.318,4,19,0.211,13,17,0.765,53,33,65,0.508,23,37,0.622,10,28,0.357,14,16,0.875,90,-15,-2,-0.222,-9,+7,-0.303,-6,-9,-0.147,-1,+1,-0.11,-37
426,Lamar,-,2024-11-13,-37,@,Texas,4,L 58-95,200,21,40,0.525,20,36,0.556,1,4,0.25,15,22,0.682,58,32,62,0.516,27,50,0.54,5,12,0.417,26,33,0.788,95,-11,-22,+.009,-7,-14,+.016,-4,-8,-0.167,-11,-11,-0.106,-37
427,Morehead State,-,2024-11-21,-37,@,Louisville,25,L 70-107,200,27,58,0.466,17,38,0.447,10,20,0.5,6,11,0.545,70,39,62,0.629,23,35,0.657,16,27,0.593,13,24,0.542,107,-12,-4,-0.164,-6,+3,-0.21,-6,-7,-0.093,-7,-13,+.004,-37
428,Nebraska,-,2024-12-29,-37,@,UCLA,1,L 54-91,200,19,57,0.333,16,38,0.421,3,19,0.158,13,22,0.591,54,33,59,0.559,29,42,0.69,4,17,0.235,21,28,0.75,91,-14,-2,-0.226,-13,-4,-0.269,-1,+2,-0.077,-8,-6,-0.159,-37
429,North Alabama,-,2024-11-19,-37,@,Nebraska,21,L 48-85,200,17,59,0.288,10,41,0.244,7,18,0.389,7,9,0.778,48,31,64,0.484,23,43,0.535,8,21,0.381,15,19,0.789,85,-14,-5,-0.196,-13,-2,-0.291,-1,-3,+.008,-8,-10,-0.012,-37
430,Pepperdine,-,2024-11-12,-37,@,UCLA,5,L 54-91,200,18,59,0.305,9,33,0.273,9,26,0.346,9,13,0.692,54,37,71,0.521,29,45,0.644,8,26,0.308,9,14,0.643,91,-19,-12,-0.216,-20,-12,-0.372,+1,0,+.038,0,-1,+.049,-37
431,Providence,-,2025-02-09,-37,,Connecticut,5,L 40-77,200,13,49,0.265,9,25,0.36,4,24,0.167,10,11,0.909,40,27,64,0.422,16,40,0.4,11,24,0.458,12,13,0.923,77,-14,-15,-0.157,-7,-15,-0.04,-7,0,-0.292,-2,-2,-0.014,-37
432,South Florida,-,2024-11-10,-37,@,Connecticut,2,L 49-86,200,21,58,0.362,17,46,0.37,4,12,0.333,3,12,0.25,49,38,57,0.667,32,41,0.78,6,16,0.375,4,6,0.667,86,-17,+1,-0.305,-15,+5,-0.411,-2,-4,-0.042,-1,+6,-0.417,-37
433,Auburn,-,2025-02-13,-38,@,Tennessee,15,L 61-99,200,24,56,0.429,22,48,0.458,2,8,0.25,11,20,0.55,61,39,70,0.557,25,42,0.595,14,28,0.5,7,10,0.7,99,-15,-14,-0.129,-3,+6,-0.137,-12,-20,-0.25,+4,+10,-0.15,-38
434,Delaware State,-,2024-11-14,-38,,Ole Miss,19,L 42-80,200,17,46,0.37,11,36,0.306,6,10,0.6,2,3,0.667,42,33,68,0.485,25,47,0.532,8,21,0.381,6,13,0.462,80,-16,-22,-0.116,-14,-11,-0.226,-2,-11,+.219,-4,-10,+.205,-38
435,Florida,-,2025-02-13,-38,@,South Carolina,4,L 63-101,200,22,66,0.333,17,48,0.354,5,18,0.278,14,21,0.667,63,36,78,0.462,28,53,0.528,8,25,0.32,21,22,0.955,101,-14,-12,-0.128,-11,-5,-0.174,-3,-7,-0.042,-7,-1,-0.288,-38
436,Incarnate Word,-,2024-11-21,-38,@,TCU,19,L 43-81,200,18,57,0.316,15,42,0.357,3,15,0.2,4,6,0.667,43,30,58,0.517,21,33,0.636,9,25,0.36,12,13,0.923,81,-12,-1,-0.201,-6,+9,-0.279,-6,-10,-0.16,-8,-7,-0.256,-38
437,Pittsburgh,-,2025-01-05,-38,@,Duke,14,L 31-69,200,11,45,0.244,9,29,0.31,2,16,0.125,7,13,0.538,31,26,57,0.456,18,35,0.514,8,22,0.364,9,19,0.474,69,-15,-12,-0.212,-9,-6,-0.204,-6,-6,-0.239,-2,-6,+.065,-38
438,St. John's (NY),-,2025-02-12,-38,@,Connecticut,7,L 40-78,200,13,51,0.255,8,28,0.286,5,23,0.217,9,13,0.692,40,29,54,0.537,19,30,0.633,10,24,0.417,10,13,0.769,78,-16,-3,-0.282,-11,-2,-0.348,-5,-1,-0.199,-1,0,-0.077,-38
439,Boston College,-,2025-01-05,-39,@,NC State,22,L 52-91,200,17,74,0.23,12,47,0.255,5,27,0.185,13,18,0.722,52,33,65,0.508,28,48,0.583,5,17,0.294,20,31,0.645,91,-16,+9,-0.278,-16,-1,-0.328,0,+10,-0.109,-7,-13,+.077,-39
440,Butler,-,2025-02-22,-39,,Connecticut,5,L 47-86,200,17,52,0.327,8,28,0.286,9,24,0.375,4,4,1,47,37,64,0.578,27,42,0.643,10,22,0.455,2,4,0.5,86,-20,-12,-0.251,-19,-14,-0.357,-1,+2,-0.08,+2,0,+.500,-39
441,Pittsburgh,-,2024-12-29,-39,@,Georgia Tech,13,L 61-100,200,22,56,0.393,18,45,0.4,4,11,0.364,13,13,1,61,36,71,0.507,24,37,0.649,12,34,0.353,16,18,0.889,100,-14,-15,-0.114,-6,+8,-0.249,-8,-23,+.011,-3,-5,+.111,-39
442,Saint Louis,-,2024-11-29,-39,N,Southern California,6,L 65-104,200,24,57,0.421,17,34,0.5,7,23,0.304,10,12,0.833,65,35,70,0.5,25,49,0.51,10,21,0.476,24,34,0.706,104,-11,-13,-0.079,-8,-15,-0.01,-3,+2,-0.172,-14,-22,+.127,-39
443,Samford,-,2024-12-17,-39,@,TCU,12,L 64-103,200,22,54,0.407,14,40,0.35,8,14,0.571,12,17,0.706,64,38,76,0.5,22,41,0.537,16,35,0.457,11,17,0.647,103,-16,-22,-0.093,-8,-1,-0.187,-8,-21,+.114,+1,0,+.059,-39
444,Texas A&M,-,2025-02-17,-39,@,Alabama,18,L 49-88,200,19,55,0.345,19,42,0.452,0,13,0,11,15,0.733,49,33,60,0.55,21,39,0.538,12,21,0.571,10,13,0.769,88,-14,-5,-0.205,-2,+3,-0.086,-12,-8,-0.571,+1,+2,-0.036,-39
445,Texas A&M,-,2024-12-08,-39,,Kansas State,13,L 50-89,200,19,61,0.311,16,46,0.348,3,15,0.2,9,15,0.6,50,34,67,0.507,24,42,0.571,10,25,0.4,11,14,0.786,89,-15,-6,-0.196,-8,+4,-0.224,-7,-10,-0.2,-2,+1,-0.186,-39
446,Troy,-,2024-11-18,-39,@,Louisiana State,7,L 59-98,200,23,73,0.315,20,57,0.351,3,16,0.188,10,20,0.5,59,31,64,0.484,27,53,0.509,4,11,0.364,32,44,0.727,98,-8,+9,-0.169,-7,+4,-0.159,-1,+5,-0.176,-22,-24,-0.227,-39
447,Arkansas,-,2025-02-23,-40,,Oklahoma,16,L 54-94,200,18,65,0.277,10,35,0.286,8,30,0.267,10,15,0.667,54,37,82,0.451,25,46,0.543,12,36,0.333,8,10,0.8,94,-19,-17,-0.174,-15,-11,-0.258,-4,-6,-0.067,+2,+5,-0.133,-40
448,Arkansas,-,2025-02-20,-40,@,South Carolina,6,L 55-95,200,20,62,0.323,9,27,0.333,11,35,0.314,4,5,0.8,55,37,82,0.451,29,64,0.453,8,18,0.444,13,15,0.867,95,-17,-20,-0.129,-20,-37,-0.12,+3,+17,-0.13,-9,-10,-0.067,-40
449,UCF,-,2024-12-21,-40,,TCU,12,L 52-92,200,19,55,0.345,17,47,0.362,2,8,0.25,12,17,0.706,52,33,62,0.532,22,32,0.688,11,30,0.367,15,18,0.833,92,-14,-7,-0.187,-5,+15,-0.326,-9,-22,-0.117,-3,-1,-0.127,-40
450,Chicago State,-,2024-11-04,-40,@,Iowa State,8,L 56-96,196,20,68,0.294,10,35,0.286,10,33,0.303,6,12,0.5,56,30,59,0.508,20,36,0.556,10,23,0.435,26,34,0.765,96,-10,+9,-0.214,-10,-1,-0.27,0,+10,-0.132,-20,-22,-0.265,-40
451,Idaho State,-,2024-11-24,-40,@,TCU,19,L 46-86,200,18,56,0.321,14,46,0.304,4,10,0.4,6,12,0.5,46,31,54,0.574,18,32,0.563,13,22,0.591,11,15,0.733,86,-13,+2,-0.253,-4,+14,-0.258,-9,-12,-0.191,-5,-3,-0.233,-40
452,Miami (FL),-,2025-02-20,-40,,Notre Dame,1,L 42-82,200,19,71,0.268,19,55,0.345,0,16,0,4,8,0.5,42,33,67,0.493,28,48,0.583,5,19,0.263,11,14,0.786,82,-14,+4,-0.225,-9,+7,-0.238,-5,-3,-0.263,-7,-6,-0.286,-40
453,Omaha,-,2024-11-04,-40,@,Nebraska,23,L 48-88,200,19,57,0.333,15,39,0.385,4,18,0.222,6,14,0.429,48,34,59,0.576,29,44,0.659,5,15,0.333,15,20,0.75,88,-15,-2,-0.243,-14,-5,-0.274,-1,+3,-0.111,-9,-6,-0.321,-40
454,New Mexico State,-,2024-11-29,-40,N,Texas,5,L 50-90,200,15,38,0.395,12,27,0.444,3,11,0.273,17,24,0.708,50,32,60,0.533,28,43,0.651,4,17,0.235,22,31,0.71,90,-17,-22,-0.139,-16,-16,-0.207,-1,-6,+.037,-5,-7,-0.001,-40
455,Oral Roberts,-,2024-12-15,-40,@,Oklahoma,10,L 54-94,200,20,63,0.317,17,43,0.395,3,20,0.15,11,13,0.846,54,37,84,0.44,28,51,0.549,9,33,0.273,11,15,0.733,94,-17,-21,-0.123,-11,-8,-0.154,-6,-13,-0.123,0,-2,+.113,-40
456,Texas A&M,-,2025-03-05,-40,N,Tennessee,18,L 37-77,200,13,49,0.265,12,34,0.353,1,15,0.067,10,14,0.714,37,28,80,0.35,20,44,0.455,8,36,0.222,13,16,0.813,77,-15,-31,-0.085,-8,-10,-0.102,-7,-21,-0.156,-3,-2,-0.098,-40
457,Akron,-,2024-12-20,-41,,Michigan,20,L 55-96,200,21,53,0.396,17,33,0.515,4,20,0.2,9,13,0.692,55,32,66,0.485,20,40,0.5,12,26,0.462,20,24,0.833,96,-11,-13,-0.089,-3,-7,+.015,-8,-6,-0.262,-11,-11,-0.141,-41
458,Charlotte,-,2024-11-12,-41,@,Ohio State,12,L 53-94,200,19,54,0.352,14,36,0.389,5,18,0.278,10,16,0.625,53,32,61,0.525,22,37,0.595,10,24,0.417,20,28,0.714,94,-13,-7,-0.173,-8,-1,-0.206,-5,-6,-0.139,-10,-12,-0.089,-41
459,Miami (FL),-,2025-02-09,-41,@,Duke,10,L 49-90,200,17,47,0.362,13,29,0.448,4,18,0.222,11,14,0.786,49,35,70,0.5,27,48,0.563,8,22,0.364,12,16,0.75,90,-18,-23,-0.138,-14,-19,-0.114,-4,-4,-0.141,-1,-2,+.036,-41
460,South Florida,-,2024-11-30,-41,N,TCU,17,L 46-87,200,20,59,0.339,17,44,0.386,3,15,0.2,3,4,0.75,46,31,59,0.525,19,30,0.633,12,29,0.414,13,15,0.867,87,-11,0,-0.186,-2,+14,-0.247,-9,-14,-0.214,-10,-11,-0.117,-41
461,Texas A&M,-,2025-01-09,-41,@,South Carolina,2,L 49-90,200,21,74,0.284,19,61,0.311,2,13,0.154,5,8,0.625,49,32,63,0.508,24,40,0.6,8,23,0.348,18,21,0.857,90,-11,+11,-0.224,-5,+21,-0.289,-6,-10,-0.194,-13,-13,-0.232,-41
462,Tulsa,-,2024-12-21,-41,N,Tennessee,18,L 61-102,200,22,63,0.349,17,34,0.5,5,29,0.172,12,20,0.6,61,37,77,0.481,23,45,0.511,14,32,0.438,14,26,0.538,102,-15,-14,-0.131,-6,-11,-0.011,-9,-3,-0.265,-2,-6,+.062,-41
463,Virginia,-,2024-12-29,-41,@,Notre Dame,3,L 54-95,200,19,64,0.297,14,43,0.326,5,21,0.238,11,16,0.688,54,38,74,0.514,28,48,0.583,10,26,0.385,9,12,0.75,95,-19,-10,-0.217,-14,-5,-0.258,-5,-5,-0.147,+2,+4,-0.063,-41
464,Butler,-,2025-02-02,-42,@,Connecticut,6,L 59-101,200,21,58,0.362,9,31,0.29,12,27,0.444,5,5,1,59,40,62,0.645,29,43,0.674,11,19,0.579,10,15,0.667,101,-19,-4,-0.283,-20,-12,-0.384,+1,+8,-0.135,-5,-10,+.333,-42
465,California Baptist,-,2024-12-03,-42,@,Southern California,6,L 52-94,200,19,59,0.322,13,35,0.371,6,24,0.25,8,14,0.571,52,32,61,0.525,21,37,0.568,11,24,0.458,19,27,0.704,94,-13,-2,-0.203,-8,-2,-0.196,-5,0,-0.208,-11,-13,-0.132,-42
466,UMBC,-,2024-11-04,-42,,Maryland,18,L 32-74,200,10,43,0.233,5,24,0.208,5,19,0.263,7,14,0.5,32,29,57,0.509,27,44,0.614,2,13,0.154,14,19,0.737,74,-19,-14,-0.276,-22,-20,-0.405,+3,+6,+.109,-7,-5,-0.237,-42
467,Purdue,-,2025-01-22,-42,,Southern California,4,L 37-79,200,15,49,0.306,13,34,0.382,2,15,0.133,5,11,0.455,37,27,62,0.435,16,32,0.5,11,30,0.367,14,15,0.933,79,-12,-13,-0.129,-3,+2,-0.118,-9,-15,-0.233,-9,-4,-0.479,-42
468,Queens (NC),-,2024-12-09,-42,@,Kentucky,16,L 45-87,200,15,57,0.263,13,40,0.325,2,17,0.118,13,20,0.65,45,30,70,0.429,22,40,0.55,8,30,0.267,19,20,0.95,87,-15,-13,-0.165,-9,0,-0.225,-6,-13,-0.149,-6,0,-0.3,-42
469,Seton Hall,-,2025-02-19,-42,,Connecticut,5,L 49-91,200,19,52,0.365,13,36,0.361,6,16,0.375,5,8,0.625,49,33,52,0.635,28,36,0.778,5,16,0.313,20,24,0.833,91,-14,0,-0.269,-15,0,-0.417,+1,0,+.063,-15,-16,-0.208,-42
470,Tarleton State,-,2024-11-20,-42,@,Texas,4,L 41-83,200,15,50,0.3,12,35,0.343,3,15,0.2,8,12,0.667,41,30,62,0.484,27,51,0.529,3,11,0.273,20,23,0.87,83,-15,-12,-0.184,-15,-16,-0.187,0,+4,-0.073,-12,-11,-0.203,-42
471,Bowling Green,-,2024-11-24,-43,@,Ohio State,12,L 53-96,200,20,57,0.351,17,42,0.405,3,15,0.2,10,15,0.667,53,37,74,0.5,25,48,0.521,12,26,0.462,10,15,0.667,96,-17,-17,-0.149,-8,-6,-0.116,-9,-11,-0.262,0,0,0,-43
472,Loyola (MD),-,2024-12-22,-43,@,Notre Dame,3,L 54-97,200,22,62,0.355,16,42,0.381,6,20,0.3,4,8,0.5,54,40,74,0.541,30,54,0.556,10,20,0.5,7,11,0.636,97,-18,-12,-0.186,-14,-12,-0.175,-4,0,-0.2,-3,-3,-0.136,-43
473,Norfolk State,-,2024-12-21,-43,@,North Carolina,19,L 47-90,200,16,56,0.286,13,33,0.394,3,23,0.13,12,15,0.8,47,28,60,0.467,14,29,0.483,14,31,0.452,20,23,0.87,90,-12,-4,-0.181,-1,+4,-0.089,-11,-8,-0.321,-8,-8,-0.07,-43
474,South Dakota,-,2024-11-16,-43,N,Nebraska,21,L 70-113,200,24,58,0.414,14,28,0.5,10,30,0.333,12,17,0.706,70,41,65,0.631,21,31,0.677,20,34,0.588,11,11,1,113,-17,-7,-0.217,-7,-3,-0.177,-10,-4,-0.255,+1,+6,-0.294,-43
475,Villanova,-,2025-01-22,-43,@,Connecticut,6,L 57-100,200,22,56,0.393,15,32,0.469,7,24,0.292,6,10,0.6,57,40,61,0.656,31,44,0.705,9,17,0.529,11,15,0.733,100,-18,-5,-0.263,-16,-12,-0.236,-2,+7,-0.238,-5,-5,-0.133,-43
476,FDU,-,2024-11-20,-44,@,Connecticut,2,L 41-85,200,18,52,0.346,14,37,0.378,4,15,0.267,1,3,0.333,41,32,71,0.451,22,40,0.55,10,31,0.323,11,14,0.786,85,-14,-19,-0.105,-8,-3,-0.172,-6,-16,-0.056,-10,-11,-0.452,-44
477,Mercyhurst,-,2024-11-04,-44,@,Notre Dame,6,L 61-105,200,23,67,0.343,18,51,0.353,5,16,0.313,10,14,0.714,61,45,75,0.6,42,58,0.724,3,17,0.176,12,17,0.706,105,-22,-8,-0.257,-24,-7,-0.371,+2,-1,+.136,-2,-3,+.008,-44
478,New Mexico State,-,2024-12-18,-44,@,Kansas State,13,L 39-83,200,16,52,0.308,11,32,0.344,5,20,0.25,2,6,0.333,39,32,54,0.593,28,38,0.737,4,16,0.25,15,18,0.833,83,-16,-2,-0.285,-17,-6,-0.393,+1,+4,0,-13,-12,-0.5,-44
479,Purdue,-,2024-11-10,-44,,Notre Dame,6,L 58-102,200,23,68,0.338,20,52,0.385,3,16,0.188,9,11,0.818,58,39,77,0.506,31,59,0.525,8,18,0.444,16,20,0.8,102,-16,-9,-0.168,-11,-7,-0.141,-5,-2,-0.257,-7,-9,+.018,-44
480,Towson,-,2024-11-05,-44,@,West Virginia,16,L 41-85,200,14,43,0.326,9,28,0.321,5,15,0.333,8,12,0.667,41,26,60,0.433,14,27,0.519,12,33,0.364,21,29,0.724,85,-12,-17,-0.108,-5,+1,-0.197,-7,-18,-0.03,-13,-17,-0.057,-44
481,Virginia,-,2024-11-08,-44,@,Oklahoma,10,L 51-95,200,19,69,0.275,12,43,0.279,7,26,0.269,6,11,0.545,51,40,90,0.444,34,58,0.586,6,32,0.188,9,15,0.6,95,-21,-21,-0.169,-22,-15,-0.307,+1,-6,+.082,-3,-4,-0.055,-44
482,East Tennessee State,-,2024-12-06,-45,@,West Virginia,15,L 40-85,200,15,43,0.349,10,24,0.417,5,19,0.263,5,8,0.625,40,32,58,0.552,22,37,0.595,10,21,0.476,11,14,0.786,85,-17,-15,-0.203,-12,-13,-0.178,-5,-2,-0.213,-6,-6,-0.161,-45
483,Detroit Mercy,-,2024-12-14,-46,@,Michigan,20,L 54-100,200,16,51,0.314,11,30,0.367,5,21,0.238,17,21,0.81,54,35,64,0.547,29,52,0.558,6,12,0.5,24,31,0.774,100,-19,-13,-0.233,-18,-22,-0.191,-1,+9,-0.262,-7,-10,+.035,-46
484,Grambling State,-,2024-12-08,-46,N,Louisiana State,5,L 54-100,200,20,68,0.294,16,51,0.314,4,17,0.235,10,17,0.588,54,38,78,0.487,35,68,0.515,3,10,0.3,21,26,0.808,100,-18,-10,-0.193,-19,-17,-0.201,+1,+7,-0.065,-11,-9,-0.219,-46
485,James Madison,-,2024-11-13,-46,@,Notre Dame,6,L 46-92,200,15,69,0.217,11,50,0.22,4,19,0.211,12,18,0.667,46,32,70,0.457,23,48,0.479,9,22,0.409,19,25,0.76,92,-17,-1,-0.24,-12,+2,-0.259,-5,-3,-0.199,-7,-7,-0.093,-46
486,Kansas City,-,2024-11-26,-46,@,Nebraska,25,L 38-84,200,13,60,0.217,12,46,0.261,1,14,0.071,11,14,0.786,38,25,66,0.379,13,37,0.351,12,29,0.414,22,28,0.786,84,-12,-6,-0.162,-1,+9,-0.09,-11,-15,-0.342,-11,-14,0,-46
487,Omaha,-,2024-12-22,-46,@,Oklahoma,10,L 65-111,200,23,66,0.348,21,45,0.467,2,21,0.095,17,23,0.739,65,41,84,0.488,28,49,0.571,13,35,0.371,16,20,0.8,111,-18,-18,-0.14,-7,-4,-0.105,-11,-14,-0.276,+1,+3,-0.061,-46
488,South Dakota State,-,2024-12-22,-46,@,Texas,6,L 57-103,200,21,57,0.368,16,45,0.356,5,12,0.417,10,14,0.714,57,41,76,0.539,37,65,0.569,4,11,0.364,17,19,0.895,103,-20,-19,-0.171,-21,-20,-0.214,+1,+1,+.053,-7,-5,-0.18,-46
489,Southern Mississippi,-,2024-11-23,-46,N,Baylor,18,L 55-101,200,24,55,0.436,22,46,0.478,2,9,0.222,5,7,0.714,55,39,68,0.574,24,34,0.706,15,34,0.441,8,13,0.615,101,-15,-13,-0.137,-2,+12,-0.228,-13,-25,-0.219,-3,-6,+.099,-46
490,Wofford,-,2024-12-29,-46,@,South Carolina,2,L 47-93,200,15,71,0.211,8,42,0.19,7,29,0.241,10,10,1,47,36,80,0.45,26,49,0.531,10,31,0.323,11,13,0.846,93,-21,-9,-0.239,-18,-7,-0.34,-3,-2,-0.081,-1,-3,+.154,-46
491,Central Arkansas,-,2024-12-01,-47,@,Kansas State,9,L 39-86,200,14,50,0.28,12,31,0.387,2,19,0.105,9,10,0.9,39,31,58,0.534,19,33,0.576,12,25,0.48,12,15,0.8,86,-17,-8,-0.254,-7,-2,-0.189,-10,-6,-0.375,-3,-5,+.100,-47
492,Eastern Illinois,-,2024-12-03,-47,@,Kansas State,13,L 43-90,200,18,64,0.281,16,52,0.308,2,12,0.167,5,7,0.714,43,36,66,0.545,25,46,0.543,11,20,0.55,7,8,0.875,90,-18,-2,-0.264,-9,+6,-0.236,-9,-8,-0.383,-2,-1,-0.161,-47
493,Eastern Illinois,-,2024-11-14,-47,@,Illinois,23,L 37-84,200,15,62,0.242,13,37,0.351,2,25,0.08,5,6,0.833,37,31,56,0.554,22,37,0.595,9,19,0.474,13,25,0.52,84,-16,+6,-0.312,-9,0,-0.243,-7,+6,-0.394,-8,-19,+.313,-47
494,Green Bay,-,2024-11-04,-47,@,Kansas State,13,L 45-92,200,19,62,0.306,15,42,0.357,4,20,0.2,3,7,0.429,45,34,70,0.486,23,41,0.561,11,29,0.379,13,15,0.867,92,-15,-8,-0.179,-8,+1,-0.204,-7,-9,-0.179,-10,-8,-0.438,-47
495,Jacksonville,-,2024-12-29,-47,@,Alabama,20,L 46-93,200,18,61,0.295,13,47,0.277,5,14,0.357,5,8,0.625,46,32,59,0.542,18,33,0.545,14,26,0.538,15,20,0.75,93,-14,+2,-0.247,-5,+14,-0.269,-9,-12,-0.181,-10,-12,-0.125,-47
496,Tennessee State,-,2024-12-08,-47,@,Ole Miss,18,L 38-85,200,13,55,0.236,10,36,0.278,3,19,0.158,9,16,0.563,38,29,63,0.46,22,46,0.478,7,17,0.412,20,27,0.741,85,-16,-8,-0.224,-12,-10,-0.2,-4,+2,-0.254,-11,-11,-0.178,-47
497,Purdue,-,2024-11-30,-48,N,South Carolina,4,L 51-99,200,21,53,0.396,14,40,0.35,7,13,0.538,2,2,1,51,41,87,0.471,35,63,0.556,6,24,0.25,11,18,0.611,99,-20,-34,-0.075,-21,-23,-0.206,+1,-11,+.288,-9,-16,+.389,-48
498,Youngstown State,-,2024-12-14,-48,@,Ohio State,11,L 39-87,200,15,46,0.326,12,26,0.462,3,20,0.15,6,8,0.75,39,31,69,0.449,24,54,0.444,7,15,0.467,18,25,0.72,87,-16,-23,-0.123,-12,-28,+.017,-4,+5,-0.317,-12,-17,+.030,-48
499,Arkansas,-,2024-11-17,-49,@,UCLA,5,L 52-101,200,18,63,0.286,11,24,0.458,7,39,0.179,9,11,0.818,52,37,84,0.44,27,50,0.54,10,34,0.294,17,22,0.773,101,-19,-21,-0.155,-16,-26,-0.082,-3,+5,-0.115,-8,-11,+.045,-49
500,Fresno State,-,2024-12-10,-49,@,Southern California,5,L 40-89,200,13,48,0.271,4,28,0.143,9,20,0.45,5,6,0.833,40,30,63,0.476,23,45,0.511,7,18,0.389,22,25,0.88,89,-17,-15,-0.205,-19,-17,-0.368,+2,+2,+.061,-17,-19,-0.047,-49
501,Georgia State,-,2024-12-02,-49,@,Alabama,19,L 49-98,200,17,54,0.315,11,32,0.344,6,22,0.273,9,22,0.409,49,33,76,0.434,22,50,0.44,11,26,0.423,21,23,0.913,98,-16,-22,-0.119,-11,-18,-0.096,-5,-4,-0.15,-12,-1,-0.504,-49
502,Stanford,-,2025-02-06,-49,@,Notre Dame,3,L 47-96,200,19,61,0.311,13,39,0.333,6,22,0.273,3,3,1,47,36,65,0.554,27,48,0.563,9,17,0.529,15,17,0.882,96,-17,-4,-0.242,-14,-9,-0.229,-3,+5,-0.257,-12,-14,+.118,-49
503,Texas A&M–Commerce,-,2024-11-14,-49,@,Baylor,17,L 55-104,200,21,61,0.344,14,47,0.298,7,14,0.5,6,8,0.75,55,42,79,0.532,35,61,0.574,7,18,0.389,13,23,0.565,104,-21,-18,-0.187,-21,-14,-0.276,0,-4,+.111,-7,-15,+.185,-49
504,Alabama State,-,2024-11-25,-50,N,Alabama,23,L 33-83,200,14,51,0.275,11,37,0.297,3,14,0.214,2,4,0.5,33,26,51,0.51,18,28,0.643,8,23,0.348,23,34,0.676,83,-12,0,-0.235,-7,+9,-0.346,-5,-9,-0.134,-21,-30,-0.176,-50
505,Rutgers,-,2025-01-05,-50,,Southern California,4,L 42-92,200,14,50,0.28,9,36,0.25,5,14,0.357,9,13,0.692,42,29,72,0.403,20,44,0.455,9,28,0.321,25,32,0.781,92,-15,-22,-0.123,-11,-8,-0.205,-4,-14,+.036,-16,-19,-0.089,-50
506,William & Mary,-,2024-12-19,-50,@,Maryland,8,L 57-107,200,23,67,0.343,16,37,0.432,7,30,0.233,4,6,0.667,57,32,72,0.444,24,45,0.533,8,27,0.296,35,50,0.7,107,-9,-5,-0.101,-8,-8,-0.101,-1,+3,-0.063,-31,-44,-0.033,-50
507,East Carolina,-,2024-11-17,-51,@,South Carolina,1,L 44-95,200,19,49,0.388,18,44,0.409,1,5,0.2,5,10,0.5,44,36,71,0.507,32,58,0.552,4,13,0.308,19,29,0.655,95,-17,-22,-0.119,-14,-14,-0.143,-3,-8,-0.108,-14,-19,-0.155,-51
508,Eastern Kentucky,-,2024-11-04,-51,@,Louisiana State,7,L 44-95,200,18,69,0.261,12,38,0.316,6,31,0.194,2,5,0.4,44,38,65,0.585,33,54,0.611,5,11,0.455,14,20,0.7,95,-20,+4,-0.324,-21,-16,-0.295,+1,+20,-0.261,-12,-15,-0.3,-51
509,Long Beach State,-,2024-12-14,-51,,UCLA,1,L 51-102,200,21,59,0.356,18,42,0.429,3,17,0.176,6,8,0.75,51,44,79,0.557,38,57,0.667,6,22,0.273,8,12,0.667,102,-23,-20,-0.201,-20,-15,-0.238,-3,-5,-0.096,-2,-4,+.083,-51
510,Louisiana Tech,-,2024-12-15,-51,@,TCU,12,L 41-92,200,14,50,0.28,10,34,0.294,4,16,0.25,9,13,0.692,41,35,65,0.538,23,34,0.676,12,31,0.387,10,12,0.833,92,-21,-15,-0.258,-13,0,-0.382,-8,-15,-0.137,-1,+1,-0.141,-51
511,Alcorn State,-,2024-12-30,-52,@,Ole Miss,25,L 41-93,200,15,43,0.349,11,37,0.297,4,6,0.667,7,11,0.636,41,37,55,0.673,34,44,0.773,3,11,0.273,16,25,0.64,93,-22,-12,-0.324,-23,-7,-0.475,+1,-5,+.394,-9,-14,-0.004,-52
512,Incarnate Word,-,2024-11-07,-52,@,Baylor,12,L 33-85,203,13,48,0.271,10,34,0.294,3,14,0.214,4,8,0.5,33,31,65,0.477,23,35,0.657,8,30,0.267,15,16,0.938,85,-18,-17,-0.206,-13,-1,-0.363,-5,-16,-0.052,-11,-8,-0.438,-52
